TABLO-4 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
Program Kodu;Üniversite Türü;Üniversite Adý;Fakülte/Yüksekokul Adý;Program Adý;Puan Türü;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan
110410019;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce);SAY;75;76;347,88901;393,85701;2;1;291,64916;291,64916;19;19;343,24242;347,81411;--;--;--;--;--;--;--;--
110410037;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Endüstri Mühendisliði (Ýngilizce);SAY;80;82;334,27673;385,07467;2;0;--;--;20;20;326,46945;334,10767;--;--;--;--;--;--;--;--
110410225;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Enerji Sistemleri Mühendisliði (Ýngilizce);SAY;30;31;293,89520;332,24296;1;0;--;--;8;8;291,09281;293,73724;--;--;--;--;--;--;--;--
110410342;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Gýda Mühendisliði (Ýngilizce);SAY;10;6;290,68622;299,95469;1;0;--;--;3;0;--;--;--;--;--;--;--;--;--;--
110410046;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Ýnþaat Mühendisliði (Ýngilizce);SAY;25;26;291,00137;346,83728;1;0;--;--;6;3;290,52031;290,68598;--;--;--;--;--;--;--;--
110410073;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Makine Mühendisliði (Ýngilizce);SAY;70;71;320,44620;359,89717;2;1;300,23759;300,23759;18;18;316,40673;320,07231;--;--;--;--;--;--;--;--
110410272;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Malzeme Bilimi ve Mühendisliði (Ýngilizce);SAY;20;3;298,45160;312,05174;1;0;--;--;5;0;--;--;--;--;--;--;--;--;--;--
110410222;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Siyasal Bilgiler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi (Ýngilizce);EA;65;67;265,32976;305,38115;2;0;--;--;16;16;260,32640;265,19833;2;2;191,11166;211,73565;--;--;--;--
110410226;DEVLET;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ;Siyasal Bilgiler Fakültesi;Uluslararasý Ýliþkiler (Ýngilizce);EA;60;62;278,63300;332,08290;2;0;--;--;15;15;276,10414;278,36485;2;2;201,69121;208,26007;--;--;--;--
100210362;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Diþ Hekimliði Fakültesi;Diþ Hekimliði;SAY;40;40;442,68766;459,18661;1;1;430,44929;430,44929;10;10;442,15769;442,63099;--;--;--;--;--;--;--;--
100210353;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eczacýlýk Fakültesi;Eczacýlýk;SAY;40;40;425,00637;450,84449;1;1;405,22850;405,22850;10;10;424,21239;424,95135;--;--;--;--;--;--;--;--
100210283;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Arapça Öðretmenliði;DÝL;45;47;301,90464;424,69017;2;0;--;--;11;11;277,30381;301,28455;--;--;--;--;--;--;--;--
100210017;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Fen Bilgisi Öðretmenliði;SAY;30;5;293,33532;304,00490;1;0;--;--;8;0;--;--;--;--;--;--;--;--;--;--
100210026;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýlköðretim Matematik Öðretmenliði;SAY;30;25;291,05393;427,47493;1;0;--;--;8;0;--;--;--;--;--;--;--;--;--;--
100210098;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Okul Öncesi Öðretmenliði;SÖZ;30;30;412,02750;439,43814;1;1;366,25177;366,25177;8;8;410,60141;411,74055;--;--;--;--;--;--;--;--
100290069;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Özel Eðitim Öðretmenliði;SÖZ;25;25;432,44984;457,45848;1;1;417,06323;417,06323;6;6;429,78529;432,20562;--;--;--;--;--;--;--;--
100210105;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Rehberlik ve Psikolojik Danýþmanlýk;EA;30;30;336,95756;380,15794;1;1;318,94880;318,94880;8;8;335,88582;336,75082;--;--;--;--;--;--;--;--
100210035;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sýnýf Öðretmenliði;EA;30;30;351,72433;385,80012;1;1;322,22535;322,22535;8;8;349,80142;351,70834;--;--;--;--;--;--;--;--
100210044;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sosyal Bilgiler Öðretmenliði;SÖZ;30;31;355,89995;466,33735;1;0;--;--;8;8;349,04738;354,30776;--;--;--;--;--;--;--;--
100210114;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Türkçe Öðretmenliði;SÖZ;30;30;391,19585;427,00607;1;1;354,97185;354,97185;8;8;389,75474;391,15440;--;--;--;--;--;--;--;--
100210317;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Arkeoloji;EA;30;31;219,26793;286,87520;1;0;--;--;8;8;209,46507;216,99331;1;1;213,92759;213,92759;--;--;--;--
100210177;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Biyoloji;SAY;20;21;258,29804;307,98367;1;0;--;--;5;5;242,33785;252,13066;1;1;228,08720;228,08720;--;--;--;--
100290057;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce);DÝL;30;31;336,20903;381,41704;1;0;--;--;8;8;332,78363;335,90447;1;1;237,70349;237,70349;--;--;--;--
100210053;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Matematik;SAY;32;33;261,74690;396,47183;1;0;--;--;8;8;253,43137;261,70276;1;1;205,90629;205,90629;--;--;--;--
100210132;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Sanat Tarihi;SÖZ;30;31;254,59077;396,79878;1;0;--;--;8;8;235,16003;253,01172;1;1;238,25707;238,25707;--;--;--;--
100210141;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Sosyoloji;EA;28;29;244,03289;302,49293;1;0;--;--;7;7;221,45111;243,44312;1;1;217,11850;217,11850;--;--;--;--
100210186;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Tarih;SÖZ;24;25;301,71792;400,69861;1;0;--;--;6;6;295,99019;299,56475;1;1;293,51544;293,51544;--;--;--;--
100210062;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Türk Dili ve Edebiyatý;SÖZ;24;25;315,92826;408,69249;1;0;--;--;6;6;312,21345;315,51104;1;1;259,46160;259,46160;--;--;--;--
100210195;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýktisat;EA;40;41;221,01908;283,18339;1;0;--;--;10;10;215,44948;220,82871;1;1;216,39124;216,39124;--;--;--;--
100210202;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme;EA;35;36;231,56618;298,78101;1;0;--;--;9;9;228,46489;231,46164;1;1;211,10233;211,10233;--;--;--;--
100290058;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (Besni);EA;35;36;219,19456;317,14482;1;0;--;--;9;9;216,21044;218,68933;1;1;208,69370;208,69370;--;--;--;--
100290086;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi;EA;50;52;222,40913;305,33701;2;0;--;--;13;13;212,79841;220,65127;2;2;184,84073;200,39022;--;--;--;--
100210371;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Ýslami Ýlimler Fakültesi;Ýslami Ýlimler;SÖZ;90;92;267,16769;401,92891;3;1;239,66016;239,66016;23;23;251,66141;266,92006;3;3;249,41377;256,03955;--;--;--;--
100290087;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Ýslami Ýlimler Fakültesi;Ýslami Ýlimler (M.T.O.K.);SÖZ;10;10;253,94823;290,64134;--;--;--;--;3;3;248,63063;253,46168;1;1;206,94289;206,94289;--;--;--;--
100290095;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Bilgisayar Mühendisliði;SAY;45;47;300,84943;388,90627;2;0;--;--;11;11;293,80296;298,61457;--;--;--;--;--;--;--;--
100210326;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Elektrik-Elektronik Mühendisliði;SAY;15;5;290,52400;308,20394;1;0;--;--;4;0;--;--;--;--;--;--;--;--;--;--
100210308;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Ýnþaat Mühendisliði;SAY;20;9;292,29998;324,58540;1;0;--;--;5;0;--;--;--;--;--;--;--;--;--;--
100290060;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Mühendislik Fakültesi;Tekstil Mühendisliði (Besni);SAY;10;1;312,44745;312,44745;1;0;--;--;3;0;--;--;--;--;--;--;--;--;--;--
100210071;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Ebelik;SAY;45;45;307,72613;337,27701;2;2;291,52755;295,20407;11;11;307,23430;307,70109;2;2;213,19885;229,01023;--;--;--;--
100290165;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Ebelik (Besni);SAY;30;30;305,23719;314,83030;1;1;266,40336;266,40336;8;8;304,47363;305,11617;1;1;227,99240;227,99240;--;--;--;--
100210089;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Hemþirelik;SAY;60;60;337,82116;433,58246;2;2;325,34316;333,54332;15;15;335,10487;337,44577;2;2;218,66011;221,86902;--;--;--;--
100290172;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Saðlýk Bilimleri Fakültesi;Hemþirelik (Besni);SAY;30;30;322,97956;396,08852;1;1;295,40635;295,40635;8;8;320,45142;322,91782;1;1;212,95178;212,95178;--;--;--;--
100210168;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Týp Fakültesi;Týp;SAY;100;100;464,48484;527,07134;3;3;453,44593;460,46706;25;25;463,92350;464,46700;--;--;--;--;--;--;--;--
100290179;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Turizm Fakültesi;Gastronomi ve Mutfak Sanatlarý;SÖZ;30;30;332,08090;393,58309;1;1;231,74225;231,74225;8;8;323,30105;329,58886;1;1;289,09854;289,09854;--;--;--;--
100290059;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Turizm Fakültesi;Turizm Rehberliði;DÝL;45;47;254,06151;337,96753;2;0;--;--;11;11;246,89855;254,00874;2;0;--;--;--;--;--;--
100290088;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Ziraat Fakültesi (Kahta);Bitki Koruma;SAY;30;30;245,42380;392,80882;1;1;218,00069;218,00069;8;8;239,92931;244,10454;1;1;231,76007;231,76007;--;--;--;--
100490215;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Uygulamalý Bilimler Fakültesi;Bankacýlýk ve Sigortacýlýk;EA;60;62;235,26522;301,97422;2;0;--;--;--;--;--;--;2;2;194,76856;206,83872;--;--;--;--
100490216;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Uygulamalý Bilimler Fakültesi;Lojistik Yönetimi;EA;50;52;238,65051;299,48725;2;0;--;--;--;--;--;--;2;2;180,27898;199,35355;--;--;--;--
100490218;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Uygulamalý Bilimler Fakültesi;Muhasebe ve Finans Yönetimi;EA;30;31;238,06011;315,87716;1;0;--;--;--;--;--;--;1;1;207,84254;207,84254;--;--;--;--
100490202;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dinar Uygulamalý Bilimler Yüksekokulu;Endüstriyel Tasarým;SAY;50;52;254,78645;288,51137;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
100490203;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dinar Uygulamalý Bilimler Yüksekokulu;Sigortacýlýk;EA;40;41;224,70661;291,13522;1;0;--;--;--;--;--;--;1;1;202,38901;202,38901;--;--;--;--
100410687;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Fen Bilgisi Öðretmenliði;SAY;35;2;292,33650;296,20753;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410678;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Ýlköðretim Matematik Öðretmenliði;SAY;50;18;302,44514;394,06505;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100490219;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Ýngilizce Öðretmenliði (Ýngilizce);DÝL;50;50;411,28276;431,20314;2;2;367,50781;371,50015;--;--;--;--;--;--;--;--;--;--;--;--
100410015;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Okul Öncesi Öðretmenliði;SÖZ;50;50;410,88153;444,39200;2;2;373,46802;383,26304;--;--;--;--;--;--;--;--;--;--;--;--
100490256;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Özel Eðitim Öðretmenliði;SÖZ;25;25;430,63733;441,62346;1;1;411,52196;411,52196;--;--;--;--;--;--;--;--;--;--;--;--
100490249;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Rehberlik ve Psikolojik Danýþmanlýk;EA;40;40;347,77974;364,74240;1;1;323,60514;323,60514;--;--;--;--;--;--;--;--;--;--;--;--
100410024;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Sýnýf Öðretmenliði;EA;50;50;353,35425;416,30548;2;2;327,22770;328,26380;--;--;--;--;--;--;--;--;--;--;--;--
100410033;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Sosyal Bilgiler Öðretmenliði;SÖZ;50;52;356,33531;403,02433;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410042;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Eðitim Fakültesi;Türkçe Öðretmenliði;SÖZ;50;51;393,80197;441,11250;2;1;341,79238;341,79238;--;--;--;--;--;--;--;--;--;--;--;--
100410069;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Coðrafya;SÖZ;50;52;303,14482;366,79991;2;0;--;--;--;--;--;--;2;2;232,95012;240,69655;--;--;--;--
100410078;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Çaðdaþ Türk Lehçeleri ve Edebiyatlarý;SÖZ;65;67;249,06479;297,50454;2;0;--;--;--;--;--;--;2;2;238,12247;242,64211;--;--;--;--
100410924;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Felsefe;EA;40;41;229,49155;269,06079;1;0;--;--;--;--;--;--;1;1;197,31563;197,31563;--;--;--;--
100490277;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Ýngilizce Mütercim ve Tercümanlýk;DÝL;30;30;388,02567;405,36212;1;1;245,86344;245,86344;--;--;--;--;1;0;--;--;--;--;--;--
100410103;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Kimya;SAY;25;26;272,05060;289,22174;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
100410112;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Matematik;SAY;50;52;272,83176;308,39389;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
100410809;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Moleküler Biyoloji ve Genetik;SAY;50;51;276,93796;302,65118;2;1;245,76212;245,76212;--;--;--;--;2;2;194,98914;222,57799;--;--;--;--
100490197;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Psikoloji;EA;60;60;355,80344;369,66031;2;2;345,22911;346,44788;--;--;--;--;2;2;267,95704;272,47258;--;--;--;--
100490220;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Sanat Tarihi;SÖZ;30;31;263,77030;367,72700;1;0;--;--;--;--;--;--;1;1;250,49936;250,49936;--;--;--;--
100410121;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Sosyoloji;EA;40;41;257,37665;336,91451;1;0;--;--;--;--;--;--;1;1;232,16087;232,16087;--;--;--;--
100410139;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Tarih;SÖZ;30;31;296,91980;448,63183;1;0;--;--;--;--;--;--;1;1;271,47816;271,47816;--;--;--;--
100410148;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Fen-Edebiyat Fakültesi;Türk Dili ve Edebiyatý;SÖZ;30;31;327,24755;364,23796;1;0;--;--;--;--;--;--;1;1;313,78573;313,78573;--;--;--;--
100410784;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Güzel Sanatlar Fakültesi;Ýç Mimarlýk ve Çevre Tasarýmý;EA;45;45;327,65826;364,85682;2;2;239,00826;246,93952;--;--;--;--;2;2;250,09826;296,55898;--;--;--;--
100490212;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Güzel Sanatlar Fakültesi;Ýç Mimarlýk ve Çevre Tasarýmý (KKTC Uyruklu);EA;1;1;248,84281;248,84281;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410157;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Güzel Sanatlar Fakültesi;Sinema ve Televizyon;SÖZ;60;62;277,62671;343,49192;2;0;--;--;--;--;--;--;2;2;234,05773;256,15644;--;--;--;--
100410836;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Hukuk Fakültesi;Hukuk;EA;140;140;386,65130;455,80504;4;4;369,96674;377,02521;--;--;--;--;--;--;--;--;--;--;--;--
100410166;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýktisadi ve Ýdari Bilimler Fakültesi;Ýktisat;EA;60;62;245,40438;268,60112;2;0;--;--;--;--;--;--;2;2;168,47457;212,84513;--;--;--;--
100410175;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme;EA;80;82;258,11179;306,32037;2;0;--;--;--;--;--;--;2;2;178,64592;195,69663;--;--;--;--
100410184;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (Ýngilizce);EA;60;62;276,83266;335,96803;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
100410193;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýktisadi ve Ýdari Bilimler Fakültesi;Maliye;EA;90;93;254,83046;313,52078;3;0;--;--;--;--;--;--;3;3;183,64508;210,65165;--;--;--;--
100410978;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi;EA;70;72;255,43000;325,81951;2;0;--;--;--;--;--;--;2;2;195,81463;209,83648;--;--;--;--
100490204;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ticaret ve Finansman;EA;75;77;249,40130;291,69058;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
100490242;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri;EA;60;60;337,33037;372,81199;2;2;267,48757;283,36799;--;--;--;--;2;1;217,82521;217,82521;--;--;--;--
100490284;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýlahiyat Fakültesi;Ýlahiyat;SÖZ;90;91;289,84676;416,50078;3;2;250,21334;261,04588;--;--;--;--;3;3;271,48038;279,61174;--;--;--;--
100490291;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýlahiyat Fakültesi;Ýlahiyat (M.T.O.K.);SÖZ;10;10;283,22626;331,34364;--;--;--;--;--;--;--;--;1;1;259,19291;259,19291;--;--;--;--
100490222;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Bilgisayar Mühendisliði;SAY;80;80;354,74183;400,68284;2;2;294,92200;334,44684;--;--;--;--;--;--;--;--;--;--;--;--
100410696;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Biyomedikal Mühendisliði;SAY;10;6;290,84442;298,80296;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410872;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Biyomedikal Mühendisliði (KKTC Uyruklu);SAY;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410633;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Elektrik Mühendisliði;SAY;60;62;291,16839;322,74352;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410218;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Gýda Mühendisliði;SAY;10;3;290,19939;317,58102;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100490298;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Harita Mühendisliði;SAY;20;4;290,22690;338,15089;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410624;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Ýnþaat Mühendisliði;SAY;20;17;290,23361;308,32195;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410493;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Kimya Mühendisliði;SAY;30;31;304,16112;319,67942;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410236;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Maden Mühendisliði;SAY;10;4;293,67420;360,17831;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100490305;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Mühendislik Fakültesi;Yazýlým Mühendisliði;SAY;40;40;356,75223;385,96936;1;1;342,61199;342,61199;--;--;--;--;--;--;--;--;--;--;--;--
100490191;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Uygulamalý Bilimler Yüksekokulu;Çocuk Geliþimi;EA;50;50;308,02633;324,40472;2;2;279,86708;299,55263;--;--;--;--;2;2;261,15782;273,64341;--;--;--;--
100410987;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Uygulamalý Bilimler Yüksekokulu;Sosyal Hizmet;EA;55;57;259,35228;287,65574;2;0;--;--;--;--;--;--;2;2;188,10494;208,90776;--;--;--;--
100410651;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Teknoloji Fakültesi;Elektrik-Elektronik Mühendisliði;SAY;65;67;319,51368;359,41737;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
100410669;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Teknoloji Fakültesi;Elektrik-Elektronik Mühendisliði (M.T.O.K.);SAY;14;15;290,21013;311,87495;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
