TABLO-4 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
Program Kodu;Üniversite Türü;Üniversite Adý;Fakülte/Yüksekokul Adý;Program Adý;Puan Türü;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan
110790067;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Barbaros Hayrettin Gemi Ýnþaatý ve Denizcilik Fakültesi;Gemi Ýnþaatý ve Gemi Makineleri Mühendisliði;SAY;35;36;332,72075;373,73248;1;0;--;--;9;9;323,54064;332,64389;--;--;--;--;--;--;--;--
110710122;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Deniz Bilimleri ve Teknolojisi Fakültesi;Su Ürünleri Mühendisliði;SAY;25;26;227,64449;273,71376;1;0;--;--;6;6;219,33801;225,99919;1;1;197,98754;197,98754;--;--;--;--
110790038;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Havacýlýk ve Uzay Bilimleri Fakültesi;Havacýlýk Elektrik ve Elektroniði;SAY;45;45;288,75571;344,97116;2;2;250,76197;256,23897;11;11;286,53978;288,56231;--;--;--;--;--;--;--;--
110790116;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Havacýlýk ve Uzay Bilimleri Fakültesi;Havacýlýk Elektrik ve Elektroniði (KKTC UYRUKLU);SAY;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
110790036;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Havacýlýk ve Uzay Bilimleri Fakültesi;Havacýlýk ve Uzay Mühendisliði;SAY;45;47;314,89578;382,65711;2;0;--;--;11;11;308,05568;313,72606;--;--;--;--;--;--;--;--
110710113;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Havacýlýk ve Uzay Bilimleri Fakültesi;Havacýlýk Yönetimi;EA;75;75;290,43876;316,71808;2;2;228,33520;275,54022;19;19;286,62423;290,38454;--;--;--;--;--;--;--;--
110790037;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Havacýlýk ve Uzay Bilimleri Fakültesi;Uçak Bakým ve Onarým;SAY;45;45;303,67080;352,51733;2;2;278,81604;281,17790;11;11;296,57444;303,39994;--;--;--;--;--;--;--;--
110790015;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Ýþletme ve Yönetim Bilimleri Fakültesi;Ekonomi;EA;40;41;230,70399;311,33835;1;0;--;--;10;10;225,52432;229,55152;1;1;213,83600;213,83600;--;--;--;--
110790039;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Ýþletme ve Yönetim Bilimleri Fakültesi;Lojistik Yönetimi;EA;40;41;238,40606;276,87372;1;0;--;--;10;10;231,60944;238,32809;1;1;236,53463;236,53463;--;--;--;--
110790031;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Ýþletme ve Yönetim Bilimleri Fakültesi;Uluslararasý Ticaret ve Ýþletmecilik;EA;50;51;245,83336;291,41848;2;1;233,28163;233,28163;13;13;243,17707;245,57700;2;2;170,98587;191,75911;--;--;--;--
110790021;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Ýþletme ve Yönetim Bilimleri Fakültesi;Yönetim Biliþim Sistemleri;EA;45;47;316,77899;336,15238;2;0;--;--;11;11;313,56456;316,35467;2;2;224,30835;225,79888;--;--;--;--
110790035;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mimarlýk Fakültesi;Ýç Mimarlýk;SAY;45;47;272,12743;288,69089;2;0;--;--;11;11;267,73415;271,85838;2;2;213,58886;215,57713;--;--;--;--
110790023;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mimarlýk Fakültesi;Mimarlýk;SAY;25;3;305,86588;313,81415;1;0;--;--;6;0;--;--;--;--;--;--;--;--;--;--
110790018;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mimarlýk Fakültesi;Peyzaj Mimarlýðý;SAY;45;47;236,10845;258,11740;2;0;--;--;11;11;230,08253;235,71612;2;2;201,68459;205,33325;--;--;--;--
110790024;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mimarlýk Fakültesi;Þehir ve Bölge Planlama;SAY;60;62;226,48608;265,68033;2;0;--;--;15;15;220,33938;226,27281;2;2;207,07843;211,22454;--;--;--;--
110710034;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Bilgisayar Mühendisliði;SAY;85;88;315,31115;365,04753;3;0;--;--;21;21;305,26956;314,54835;--;--;--;--;--;--;--;--
110790016;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Biyomedikal Mühendisliði;SAY;10;2;296,78173;320,52237;1;0;--;--;3;0;--;--;--;--;--;--;--;--;--;--
110710025;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Elektrik-Elektronik Mühendisliði;SAY;80;82;294,32385;343,03104;2;0;--;--;20;20;291,64079;293,93738;--;--;--;--;--;--;--;--
110790019;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Endüstri Mühendisliði;SAY;55;48;290,20146;318,73556;2;0;--;--;14;0;--;--;--;--;--;--;--;--;--;--
110710043;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Ýnþaat Mühendisliði;SAY;20;9;292,26275;332,80102;1;0;--;--;5;0;--;--;--;--;--;--;--;--;--;--
110710052;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Makine Mühendisliði;SAY;30;17;290,77716;338,00489;1;0;--;--;8;0;--;--;--;--;--;--;--;--;--;--
110710149;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Mekatronik Mühendisliði;SAY;25;21;290,69628;316,48908;1;0;--;--;6;0;--;--;--;--;--;--;--;--;--;--
110790074;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Metalurji ve Malzeme Mühendisliði;SAY;10;0;--;--;1;0;--;--;3;0;--;--;--;--;--;--;--;--;--;--
110710061;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Mühendislik ve Doða Bilimleri Fakültesi;Petrol ve Doðalgaz Mühendisliði;SAY;15;11;290,22894;334,27689;1;0;--;--;4;0;--;--;--;--;--;--;--;--;--;--
110790025;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Turizm Fakültesi;Gastronomi ve Mutfak Sanatlarý;SÖZ;65;65;342,07600;398,67270;2;2;252,88484;307,62153;16;16;329,44986;341,45380;2;2;264,57787;282,21036;--;--;--;--
110790030;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Turizm Fakültesi;Turizm Ýþletmeciliði;EA;35;36;228,41899;278,11668;1;0;--;--;9;9;223,66612;227,37539;1;1;226,77702;226,77702;--;--;--;--
110790032;DEVLET;ÝSKENDERUN TEKNÝK ÜNÝVERSÝTESÝ (HATAY);Turizm Fakültesi;Turizm Rehberliði;DÝL;35;36;294,73428;348,70366;1;0;--;--;9;9;286,54110;294,70052;1;1;229,99702;229,99702;--;--;--;--
202210341;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Arapça Mütercim ve Tercümanlýk (%50 Ýndirimli);DÝL;42;42;273,69268;382,03632;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210340;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Arapça Mütercim ve Tercümanlýk (Burslu);DÝL;7;7;399,51639;455,64411;--;--;--;--;1;1;336,44221;336,44221;--;--;--;--;1;0;--;--
202210347;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Bilgi ve Belge Yönetimi (%50 Ýndirimli);EA;25;10;214,21106;315,11128;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210346;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Bilgi ve Belge Yönetimi (Burslu);EA;4;4;278,48221;309,68025;--;--;--;--;1;1;179,03430;179,03430;--;--;--;--;1;0;--;--
202210073;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Felsefe (%50 Ýndirimli);EA;25;16;184,84455;312,52475;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210028;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Felsefe (Burslu);EA;4;4;315,00063;370,24315;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202210349;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli);DÝL;55;55;350,86987;410,45112;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210348;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu);DÝL;9;9;422,89676;433,39522;--;--;--;--;1;1;406,70893;406,70893;--;--;--;--;1;0;--;--
202210343;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (%50 Ýndirimli);DÝL;55;55;375,22168;435,71542;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210342;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (Burslu);DÝL;9;9;460,36621;483,25517;--;--;--;--;1;1;447,23177;447,23177;--;--;--;--;1;0;--;--
202210258;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Psikoloji (%50 Ýndirimli);EA;64;64;322,86318;361,91603;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210249;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Psikoloji (Burslu);EA;10;10;368,48509;392,33623;--;--;--;--;1;1;358,71156;358,71156;--;--;--;--;1;1;180,12129;180,12129
202210082;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Tarih (%50 Ýndirimli);SÖZ;25;25;252,13703;431,99579;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210046;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Tarih (Burslu);SÖZ;4;4;443,80980;465,43048;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202210091;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Türk Dili ve Edebiyatý (%50 Ýndirimli);SÖZ;25;25;273,41135;361,04129;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210064;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Türk Dili ve Edebiyatý (Burslu);SÖZ;4;4;399,58175;436,78260;--;--;--;--;1;1;227,24466;227,24466;--;--;--;--;1;0;--;--
202210345;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Arapça Öðretmenliði (%50 Ýndirimli);DÝL;51;51;214,86628;360,39565;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210344;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Arapça Öðretmenliði (Burslu);DÝL;8;8;370,15717;458,01111;--;--;--;--;1;1;356,04901;356,04901;--;--;--;--;1;0;--;--
202210407;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýlköðretim Matematik Öðretmenliði (%50 Ýndirimli);SAY;42;16;292,15451;338,13499;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210400;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýlköðretim Matematik Öðretmenliði (Burslu);SAY;7;7;295,18131;341,30770;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202210393;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýngilizce Öðretmenliði (%50 Ýndirimli);DÝL;51;51;384,07095;428,31322;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210386;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Ýngilizce Öðretmenliði (Burslu);DÝL;8;8;433,12730;458,24987;--;--;--;--;1;1;409,16942;409,16942;--;--;--;--;1;0;--;--
202210334;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Okul Öncesi Öðretmenliði (%50 Ýndirimli);SÖZ;42;42;378,04458;405,93735;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210333;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Okul Öncesi Öðretmenliði (Burslu);SÖZ;7;7;417,41825;469,21533;--;--;--;--;1;1;389,64240;389,64240;--;--;--;--;1;0;--;--
202210379;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Özel Eðitim Öðretmenliði (%50 Ýndirimli);SÖZ;42;42;411,95808;424,54534;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210372;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Özel Eðitim Öðretmenliði (Burslu);SÖZ;7;7;434,90418;447,93820;--;--;--;--;1;1;429,15504;429,15504;--;--;--;--;1;1;411,42300;411,42300
202210336;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Rehberlik ve Psikolojik Danýþmanlýk (%50 Ýndirimli);EA;51;51;321,77830;356,57974;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210335;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Rehberlik ve Psikolojik Danýþmanlýk (Burslu);EA;8;8;357,61858;372,71657;--;--;--;--;1;1;354,07723;354,07723;--;--;--;--;1;0;--;--
202210365;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sýnýf Öðretmenliði (%50 Ýndirimli);EA;42;42;336,16781;360,49449;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210358;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Sýnýf Öðretmenliði (Burslu);EA;7;7;364,34328;372,09991;--;--;--;--;1;1;363,97898;363,97898;--;--;--;--;1;0;--;--
202210322;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Türkçe Öðretmenliði (%50 Ýndirimli);SÖZ;42;42;351,50004;398,43742;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210320;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Eðitim Fakültesi;Türkçe Öðretmenliði (Burslu);SÖZ;7;7;406,12955;412,82641;--;--;--;--;1;1;332,43949;332,43949;--;--;--;--;1;0;--;--
202210339;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Hukuk Fakültesi;Hukuk (%50 Ýndirimli);EA;170;170;367,67580;398,91878;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210338;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Hukuk Fakültesi;Hukuk (Burslu);EA;26;26;400,81244;420,33248;--;--;--;--;1;1;393,38808;393,38808;--;--;--;--;4;0;--;--
202210222;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ekonomi (Ýngilizce) (%50 Ýndirimli);EA;50;50;248,26776;317,77881;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210213;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ekonomi (Ýngilizce) (Burslu);EA;9;9;332,26700;359,96728;--;--;--;--;1;1;260,53146;260,53146;--;--;--;--;1;0;--;--
202210161;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Uluslararasý Ýliþkiler (Ýngilizce) (%50 Ýndirimli);EA;50;50;254,80614;323,53523;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210152;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Uluslararasý Ýliþkiler (Ýngilizce) (Burslu);EA;9;9;342,77849;375,59137;--;--;--;--;1;1;341,84080;341,84080;--;--;--;--;1;0;--;--
202210197;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Sosyal Hizmet (%50 Ýndirimli);EA;42;42;191,04689;304,09203;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210188;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Sosyal Hizmet (Burslu);EA;7;7;309,22381;323,75363;--;--;--;--;1;0;--;--;--;--;--;--;1;1;177,94077;177,94077
202210351;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri (%50 Ýndirimli);EA;42;42;319,25415;362,25471;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210350;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri (Burslu);EA;7;7;380,74604;401,12547;--;--;--;--;1;1;320,66183;320,66183;--;--;--;--;1;0;--;--
202210330;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat (%50 Ýndirimli);SÖZ;51;51;400,17857;497,55461;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202210329;VAKIF;ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat (Burslu);SÖZ;8;8;501,18276;535,85960;--;--;--;--;1;1;458,66340;458,66340;--;--;--;--;1;0;--;--
202391025;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli);DÝL;23;15;170,66151;379,84810;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202391011;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu);DÝL;4;4;410,94932;424,19899;--;--;--;--;1;1;334,01554;334,01554;--;--;--;--;1;0;--;--
202391018;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Ücretli);DÝL;2;2;186,42820;199,56867;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390198;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (%50 Ýndirimli);DÝL;24;24;218,28800;310,77341;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390197;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (Burslu);DÝL;4;4;415,49497;439,83911;--;--;--;--;1;1;391,56062;391,56062;--;--;--;--;1;0;--;--
202390619;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (Ücretli);DÝL;1;1;181,97058;181,97058;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202311025;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Moleküler Biyoloji ve Genetik (Ýngilizce) (%50 Ýndirimli);SAY;32;30;182,73474;317,82926;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202311016;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Moleküler Biyoloji ve Genetik (Ýngilizce) (Burslu);SAY;5;5;345,40118;364,95658;--;--;--;--;1;1;204,04512;204,04512;--;--;--;--;1;0;--;--
202390626;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Moleküler Biyoloji ve Genetik (Ýngilizce) (Ücretli);SAY;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390633;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Psikoloji (%25 Ýndirimli);EA;43;43;234,67973;287,60454;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310706;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Psikoloji (Burslu);EA;13;13;349,92286;364,53687;--;--;--;--;1;1;333,47324;333,47324;--;--;--;--;2;1;233,42095;233,42095
202310699;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Psikoloji (Ücretli);EA;37;37;215,06089;291,04585;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202311104;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Sosyoloji (%50 Ýndirimli);EA;13;2;200,06233;200,17338;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202311097;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Sosyoloji (Burslu);EA;2;2;307,43012;330,68688;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
202310521;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Türk Dili ve Edebiyatý (%50 Ýndirimli);SÖZ;25;7;160,68625;241,50847;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202310169;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Fen-Edebiyat Fakültesi;Türk Dili ve Edebiyatý (Burslu);SÖZ;4;4;372,69676;471,77742;--;--;--;--;1;1;203,14474;203,14474;--;--;--;--;1;0;--;--
202390217;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Çizgi Film ve Animasyon (%50 Ýndirimli);SÖZ;21;11;184,43858;335,16424;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390216;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Çizgi Film ve Animasyon (Burslu);SÖZ;4;4;386,80476;396,29212;--;--;--;--;1;0;--;--;--;--;--;--;--;--;--;--
202390215;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Gastronomi ve Mutfak Sanatlarý (%50 Ýndirimli);SÖZ;25;13;179,26646;361,88920;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390214;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Gastronomi ve Mutfak Sanatlarý (Burslu);SÖZ;4;4;388,96193;395,66072;--;--;--;--;1;1;377,37475;377,37475;--;--;--;--;1;0;--;--
202390262;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Grafik Tasarýmý (%50 Ýndirimli);EA;34;34;188,41657;276,76418;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390255;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Grafik Tasarýmý (Burslu);EA;5;5;313,61593;317,02283;--;--;--;--;1;1;310,33323;310,33323;--;--;--;--;1;1;235,20947;235,20947
202390196;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Finans ve Bankacýlýk (%50 Ýndirimli);EA;32;26;168,90201;284,84696;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390195;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Finans ve Bankacýlýk (Burslu);EA;5;5;312,38775;315,18217;--;--;--;--;1;1;243,77531;243,77531;--;--;--;--;1;0;--;--
202390661;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Finans ve Bankacýlýk (Ücretli);EA;2;1;210,30318;210,30318;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390206;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Havacýlýk Yönetimi (%50 Ýndirimli);EA;24;24;224,24799;294,86763;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202390205;VAKIF;ÝSTANBUL AREL ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Havacýlýk Yönetimi (Burslu);EA;4;4;324,13566;331,67275;--;--;--;--;1;1;285,27831;285,27831;--;--;--;--;1;1;226,39733;226,39733
